location,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,hours_since_cleaning,risk_level,inspection_year,inspection_month,inspection_day
Semi-Urban,4,7,7,1,54,5,13,1,2028,1,9
Semi-Urban,2,3,7,2,94,0,27,1,2028,1,10
Semi-Urban,5,9,4,2,963,2,24,1,2028,1,11
Rural,2,2,9,2,308,4,27,1,2028,1,12
Urban,2,3,8,2,390,3,8,1,2028,1,13
Urban,6,2,1,2,606,4,47,1,2028,1,14
Semi-Urban,10,1,2,2,348,3,39,0,2028,1,15
Rural,9,4,2,1,609,4,21,1,2028,1,16
Semi-Urban,4,5,8,1,786,7,41,2,2028,1,17
Semi-Urban,6,6,1,1,796,6,11,1,2028,1,18
Urban,7,5,4,2,323,1,31,1,2028,1,19
Rural,6,1,10,2,598,3,27,1,2028,1,20
Urban,8,3,5,0,240,4,42,1,2028,1,21
Semi-Urban,4,1,9,2,998,4,46,1,2028,1,22
Urban,1,5,7,2,183,4,48,1,2028,1,23
Urban,7,5,8,2,499,3,27,1,2028,1,24
Urban,3,6,9,2,474,5,8,1,2028,1,25
Urban,6,8,7,2,394,3,33,1,2028,1,26
Semi-Urban,2,10,5,2,239,3,12,1,2028,1,27
Urban,9,1,5,2,703,6,35,1,2028,1,28
Urban,1,4,10,0,273,3,34,2,2028,1,29
Urban,6,10,6,2,741,3,16,1,2028,1,30
Urban,6,1,5,2,207,5,36,1,2028,1,31
Urban,5,9,9,2,210,5,2,1,2028,2,1
Urban,5,7,3,2,408,3,12,1,2028,2,2
Semi-Urban,1,7,3,2,234,3,27,1,2028,2,3
Semi-Urban,10,5,7,1,394,1,17,1,2028,2,4
Semi-Urban,5,7,7,2,105,0,20,1,2028,2,5
Semi-Urban,2,2,6,1,493,3,21,1,2028,2,6
Urban,7,4,3,2,637,2,30,1,2028,2,7
Rural,3,7,7,2,863,1,42,1,2028,2,8
Semi-Urban,4,3,5,1,827,4,20,1,2028,2,9
Semi-Urban,3,2,7,2,550,2,8,1,2028,2,10
Urban,3,10,2,2,66,3,18,1,2028,2,11
Urban,4,2,6,2,84,0,18,0,2028,2,12
Urban,5,1,8,2,982,4,18,1,2028,2,13
Urban,1,5,1,2,494,3,2,1,2028,2,14
Semi-Urban,4,6,4,2,165,4,12,1,2028,2,15
Semi-Urban,8,6,1,2,965,2,32,1,2028,2,16
Semi-Urban,10,9,1,2,817,2,42,1,2028,2,17
Semi-Urban,7,4,10,1,401,4,8,1,2028,2,18
Rural,9,1,8,1,85,2,10,0,2028,2,19
Semi-Urban,5,6,7,1,536,2,11,1,2028,2,20
Rural,10,5,10,2,112,4,14,0,2028,2,21
Urban,4,10,1,0,884,1,26,2,2028,2,22
Urban,8,6,2,2,445,3,47,1,2028,2,23
Urban,9,3,4,1,487,0,30,1,2028,2,24
Semi-Urban,7,2,1,2,113,3,42,0,2028,2,25
Rural,7,6,3,2,637,1,4,0,2028,2,26
Urban,5,1,8,1,152,2,39,1,2028,2,27
Rural,4,7,8,2,453,3,11,1,2028,2,28
Urban,10,7,8,2,360,2,24,1,2028,2,29
Rural,1,10,6,1,333,1,22,2,2028,3,1
Urban,10,7,6,1,610,2,3,1,2028,3,2
Urban,10,10,5,0,231,1,37,1,2028,3,3
Semi-Urban,7,1,9,2,539,6,2,0,2028,3,4
Urban,1,4,4,2,178,1,12,1,2028,3,5
Urban,1,7,10,2,287,1,21,1,2028,3,6
Urban,5,9,7,2,680,0,5,1,2028,3,7
Rural,9,5,1,2,881,2,7,0,2028,3,8
Semi-Urban,6,2,9,2,977,1,4,1,2028,3,9
Urban,3,7,7,2,622,3,43,1,2028,3,10
Semi-Urban,3,10,10,2,767,1,41,2,2028,3,11
Semi-Urban,7,1,9,1,493,5,36,1,2028,3,12
Urban,6,7,7,0,820,3,22,2,2028,3,13
Urban,9,6,2,1,429,3,29,1,2028,3,14
Urban,6,7,6,1,493,0,9,1,2028,3,15
Urban,5,10,10,2,375,3,26,1,2028,3,16
Semi-Urban,10,3,4,0,699,1,12,1,2028,3,17
Urban,7,3,3,2,212,5,48,1,2028,3,18
Semi-Urban,1,7,2,1,718,2,1,1,2028,3,19
Semi-Urban,7,2,6,0,290,2,8,1,2028,3,20
Urban,3,1,8,0,133,3,33,2,2028,3,21
Semi-Urban,9,9,6,2,916,7,4,1,2028,3,22
Urban,6,9,9,2,542,2,14,1,2028,3,23
Rural,9,7,5,2,74,2,29,0,2028,3,24
Semi-Urban,5,7,2,2,789,4,14,1,2028,3,25
Rural,7,3,8,2,84,4,9,0,2028,3,26
Semi-Urban,4,10,9,2,703,2,9,1,2028,3,27
Urban,7,2,10,2,291,1,26,1,2028,3,28
Semi-Urban,1,7,4,2,521,3,47,1,2028,3,29
Rural,7,9,6,1,681,3,42,2,2028,3,30
Semi-Urban,8,1,10,2,381,6,17,1,2028,3,31
Rural,5,4,8,2,165,0,41,1,2028,4,1
Rural,2,6,9,1,962,2,4,2,2028,4,2
Urban,5,7,5,2,228,1,46,1,2028,4,3
Urban,6,10,6,0,305,2,3,1,2028,4,4
Semi-Urban,2,7,4,2,29,5,29,1,2028,4,5
Urban,6,10,5,2,758,1,25,1,2028,4,6
Rural,6,2,7,2,205,4,21,1,2028,4,7
Rural,1,4,9,2,593,6,12,1,2028,4,8
Urban,1,5,10,2,616,2,1,1,2028,4,9
Urban,10,1,6,2,483,2,1,0,2028,4,10
Semi-Urban,3,1,6,2,153,4,45,1,2028,4,11
Urban,10,10,8,2,854,1,46,1,2028,4,12
Rural,10,3,4,2,828,3,48,1,2028,4,13
Urban,3,10,3,2,190,2,7,1,2028,4,14
Semi-Urban,4,3,7,2,232,7,10,1,2028,4,15
Urban,2,8,5,2,992,1,15,1,2028,4,16
Semi-Urban,9,9,2,2,549,3,40,1,2028,4,17
Semi-Urban,10,1,2,2,845,3,11,0,2028,4,18
Semi-Urban,7,2,6,2,521,5,46,1,2028,4,19
Urban,7,10,8,1,591,5,45,2,2028,4,20
Semi-Urban,6,2,1,2,619,3,23,0,2028,4,21
Rural,3,4,6,1,46,4,13,1,2028,4,22
Urban,6,2,2,1,87,2,27,1,2028,4,23
Urban,8,7,2,2,809,4,41,1,2028,4,24
Urban,8,9,7,2,427,2,17,1,2028,4,25
Semi-Urban,9,7,10,0,571,4,13,1,2028,4,26
Semi-Urban,1,6,1,1,128,0,12,1,2028,4,27
Semi-Urban,1,10,6,2,93,3,29,1,2028,4,28
Urban,3,1,7,1,597,3,21,1,2028,4,29
Urban,3,10,8,1,699,3,20,2,2028,4,30
Semi-Urban,10,9,7,2,281,1,20,0,2028,5,1
Semi-Urban,8,5,6,1,387,4,31,1,2028,5,2
Rural,10,5,9,2,805,0,8,0,2028,5,3
Urban,1,6,3,2,868,4,24,1,2028,5,4
Semi-Urban,2,9,6,0,889,2,11,2,2028,5,5
Urban,2,8,4,1,256,6,39,2,2028,5,6
Urban,3,8,2,2,746,2,33,1,2028,5,7
Semi-Urban,6,8,1,2,385,4,42,1,2028,5,8
Semi-Urban,1,1,1,2,305,3,15,0,2028,5,9
Rural,2,1,10,1,397,6,4,1,2028,5,10
Urban,1,8,3,2,680,3,1,1,2028,5,11
Urban,5,5,4,0,849,2,32,2,2028,5,12
Semi-Urban,7,9,2,1,925,2,11,1,2028,5,13
Semi-Urban,8,2,1,2,395,3,30,0,2028,5,14
Urban,10,9,4,2,638,2,37,1,2028,5,15
Urban,1,8,7,2,672,2,19,1,2028,5,16
Urban,7,9,10,2,95,4,36,1,2028,5,17
Rural,5,4,6,2,28,3,34,1,2028,5,18
Urban,10,1,6,2,215,7,7,0,2028,5,19
Urban,1,1,9,2,826,6,45,2,2028,5,20
Urban,3,5,2,2,811,4,20,1,2028,5,21
Urban,7,2,4,2,912,4,12,0,2028,5,22
Urban,10,8,5,2,649,3,32,1,2028,5,23
Semi-Urban,1,10,1,2,309,3,2,1,2028,5,24
Urban,7,5,8,2,80,5,22,1,2028,5,25
Rural,5,5,8,2,956,1,41,1,2028,5,26
Urban,1,2,6,2,408,5,48,1,2028,5,27
Semi-Urban,1,7,5,2,866,2,40,2,2028,5,28
Rural,1,8,8,1,837,8,24,2,2028,5,29
Semi-Urban,9,10,3,2,919,5,31,1,2028,5,30
Semi-Urban,3,1,3,2,582,3,4,0,2028,5,31
Urban,5,2,2,1,583,3,24,1,2028,6,1
Urban,10,10,5,2,653,2,43,1,2028,6,2
Semi-Urban,9,4,3,2,698,2,17,0,2028,6,3
Rural,6,5,3,0,27,2,40,1,2028,6,4
Semi-Urban,9,2,6,1,388,6,19,1,2028,6,5
Semi-Urban,8,1,8,0,64,0,40,1,2028,6,6
Semi-Urban,8,9,2,1,363,1,38,1,2028,6,7
Semi-Urban,1,1,4,2,776,3,34,1,2028,6,8
Urban,9,4,7,2,815,6,47,1,2028,6,9
Semi-Urban,6,2,1,2,394,3,33,0,2028,6,10
Rural,9,4,1,2,638,4,6,0,2028,6,11
Urban,3,8,10,2,46,1,36,1,2028,6,12
Semi-Urban,3,8,7,1,212,4,13,1,2028,6,13
Urban,6,9,7,2,949,2,47,1,2028,6,14
Semi-Urban,9,5,1,2,868,5,9,0,2028,6,15
Urban,7,7,1,1,376,3,35,1,2028,6,16
Semi-Urban,3,3,4,1,81,2,34,1,2028,6,17
Semi-Urban,3,10,5,2,81,5,16,1,2028,6,18
Urban,2,4,5,1,441,1,18,1,2028,6,19
Semi-Urban,9,10,4,1,813,3,18,1,2028,6,20
Semi-Urban,3,9,8,2,652,1,38,2,2028,6,21
Rural,5,10,7,2,811,4,43,2,2028,6,22
Urban,9,10,9,2,570,2,32,1,2028,6,23
Urban,8,1,7,2,399,3,7,0,2028,6,24
Urban,2,2,10,2,296,3,23,1,2028,6,25
Rural,3,5,1,0,625,2,23,1,2028,6,26
Rural,2,3,7,1,450,4,46,2,2028,6,27
Semi-Urban,8,2,1,1,134,1,18,0,2028,6,28
Rural,6,1,7,0,707,3,7,1,2028,6,29
Semi-Urban,6,10,10,1,140,3,42,2,2028,6,30
Semi-Urban,9,3,8,2,544,2,40,1,2028,7,1
Urban,8,1,9,2,918,5,24,1,2028,7,2
Semi-Urban,4,1,3,1,435,4,14,1,2028,7,3
Urban,4,1,4,2,182,2,5,0,2028,7,4
Rural,9,8,4,2,806,6,46,1,2028,7,5
Semi-Urban,1,3,9,2,929,5,22,1,2028,7,6
Semi-Urban,2,1,7,0,707,1,22,2,2028,7,7
Urban,2,7,3,2,356,2,10,1,2028,7,8
Urban,6,10,10,1,398,1,26,2,2028,7,9
Urban,4,3,5,2,343,2,15,1,2028,7,10
Urban,10,8,7,2,192,4,38,1,2028,7,11
Urban,3,4,8,2,806,3,41,1,2028,7,12
Rural,3,4,1,1,83,3,42,1,2028,7,13
Semi-Urban,3,5,2,2,120,6,1,0,2028,7,14
Urban,6,6,7,1,341,1,14,1,2028,7,15
Urban,8,7,2,2,994,2,36,1,2028,7,16
Urban,7,4,7,2,85,7,31,1,2028,7,17
Semi-Urban,4,8,9,2,862,0,28,1,2028,7,18
Semi-Urban,4,6,2,2,576,2,34,1,2028,7,19
Rural,10,1,7,2,618,2,35,0,2028,7,20
Semi-Urban,2,1,4,2,477,6,39,1,2028,7,21
Rural,1,9,2,1,598,2,23,1,2028,7,22
Rural,9,10,7,2,472,3,46,1,2028,7,23
Urban,2,6,5,2,278,4,44,1,2028,7,24
Rural,8,10,1,1,953,3,19,1,2028,7,25
Urban,9,8,5,2,736,3,18,1,2028,7,26
Rural,4,7,3,2,445,2,15,1,2028,7,27
Urban,8,6,7,2,998,0,1,0,2028,7,28
Rural,9,4,6,2,955,2,25,1,2028,7,29
Rural,10,7,8,2,197,6,26,1,2028,7,30
Rural,10,9,5,0,950,4,35,2,2028,7,31
Semi-Urban,5,10,2,2,299,4,15,1,2028,8,1
Urban,7,10,9,2,363,3,4,1,2028,8,2
Urban,10,7,8,2,36,4,15,0,2028,8,3
Urban,4,1,6,1,315,1,42,1,2028,8,4
Urban,1,10,10,2,221,3,38,2,2028,8,5
Semi-Urban,3,9,7,1,981,1,45,2,2028,8,6
Urban,5,4,9,0,703,3,39,2,2028,8,7
Rural,3,3,7,0,938,0,1,1,2028,8,8
Semi-Urban,7,4,3,1,793,3,22,1,2028,8,9
Rural,9,4,6,2,213,0,11,0,2028,8,10
Urban,6,10,7,1,168,4,46,2,2028,8,11
Rural,10,2,2,2,394,1,38,0,2028,8,12
Rural,1,1,3,1,907,2,37,1,2028,8,13
Semi-Urban,7,10,4,2,54,3,26,1,2028,8,14
Semi-Urban,3,1,10,1,388,2,27,1,2028,8,15
Semi-Urban,5,8,6,2,48,7,13,1,2028,8,16
Urban,10,2,1,2,794,5,7,0,2028,8,17
Semi-Urban,4,10,9,0,240,1,8,2,2028,8,18
Urban,10,5,5,2,72,1,46,0,2028,8,19
Urban,5,4,7,2,952,3,23,1,2028,8,20
Urban,5,8,9,2,810,3,26,1,2028,8,21
Urban,6,2,9,0,372,3,44,2,2028,8,22
Urban,10,10,1,2,411,4,27,0,2028,8,23
Urban,10,9,1,2,95,2,9,0,2028,8,24
Rural,6,7,3,2,513,2,46,1,2028,8,25
Semi-Urban,8,7,6,2,707,4,38,1,2028,8,26
Rural,8,1,2,0,541,1,47,1,2028,8,27
Urban,9,2,10,1,994,3,13,1,2028,8,28
Urban,8,4,1,2,136,5,7,0,2028,8,29
Semi-Urban,2,4,1,2,299,4,11,0,2028,8,30
Urban,10,3,5,1,749,5,10,1,2028,8,31
Urban,1,7,4,2,194,3,33,1,2028,9,1
Semi-Urban,10,8,1,2,765,1,39,0,2028,9,2
Urban,2,2,4,2,968,6,3,1,2028,9,3
Semi-Urban,2,4,3,2,783,6,41,1,2028,9,4
Semi-Urban,3,3,2,2,314,5,29,1,2028,9,5
Urban,10,2,9,2,470,3,37,1,2028,9,6
Urban,7,6,1,2,853,4,45,1,2028,9,7
Semi-Urban,2,4,7,2,537,2,16,1,2028,9,8
Semi-Urban,1,6,4,1,40,2,16,1,2028,9,9
Urban,6,2,5,2,92,1,44,1,2028,9,10
Rural,9,4,10,0,861,3,43,2,2028,9,11
Urban,3,6,5,2,55,3,7,1,2028,9,12
Semi-Urban,6,5,1,1,526,4,15,1,2028,9,13
Rural,3,3,6,1,918,6,38,2,2028,9,14
Urban,1,8,9,0,252,4,6,2,2028,9,15
Urban,5,7,2,1,747,4,18,1,2028,9,16
Urban,10,3,7,2,516,5,19,0,2028,9,17
Urban,4,6,6,2,225,2,2,1,2028,9,18
Urban,7,4,5,2,445,5,3,0,2028,9,19
Semi-Urban,6,5,4,2,960,1,46,1,2028,9,20
Urban,10,5,4,2,63,2,25,0,2028,9,21
Semi-Urban,7,7,6,1,110,5,36,1,2028,9,22
Rural,5,5,4,2,948,2,28,1,2028,9,23
Rural,4,3,5,2,847,4,38,1,2028,9,24
Semi-Urban,7,10,6,0,489,4,28,2,2028,9,25
Urban,7,5,5,2,624,4,32,1,2028,9,26
Semi-Urban,6,7,7,2,486,4,41,1,2028,9,27
Semi-Urban,8,5,9,1,870,1,36,1,2028,9,28
Urban,4,5,10,2,473,4,39,1,2028,9,29
Urban,10,9,7,2,614,3,36,1,2028,9,30
Rural,5,3,7,0,352,4,43,2,2028,10,1
Urban,4,6,4,0,526,1,23,1,2028,10,2
Urban,1,1,1,1,813,2,2,1,2028,10,3
Urban,8,10,8,2,489,1,10,1,2028,10,4
Urban,1,5,4,1,40,2,6,1,2028,10,5
Rural,5,8,1,2,247,4,8,0,2028,10,6
Semi-Urban,6,5,5,2,395,3,15,1,2028,10,7
Semi-Urban,6,9,8,2,149,5,45,1,2028,10,8
Urban,5,6,4,2,706,3,29,1,2028,10,9
Urban,3,8,8,2,639,4,28,1,2028,10,10
Semi-Urban,5,10,8,2,433,2,22,1,2028,10,11
Urban,8,8,3,2,814,5,34,1,2028,10,12
Urban,2,3,9,2,90,2,20,1,2028,10,13
Semi-Urban,6,7,3,1,423,2,33,1,2028,10,14
Urban,9,7,1,2,581,2,15,0,2028,10,15
Semi-Urban,8,10,2,2,626,2,7,0,2028,10,16
Urban,8,6,6,2,810,5,24,1,2028,10,17
Urban,8,7,10,2,416,3,26,1,2028,10,18
Urban,7,2,2,2,356,2,10,0,2028,10,19
Rural,8,9,6,2,663,6,15,1,2028,10,20
Rural,6,10,1,2,524,0,37,1,2028,10,21
Rural,2,10,1,0,929,1,24,2,2028,10,22
Semi-Urban,2,1,5,2,295,6,11,1,2028,10,23
Urban,8,1,10,2,911,7,40,1,2028,10,24
Semi-Urban,1,3,9,2,32,5,21,1,2028,10,25
Semi-Urban,6,3,8,2,22,5,40,1,2028,10,26
Rural,6,1,3,2,997,3,38,1,2028,10,27
Urban,4,7,3,2,243,3,15,1,2028,10,28
Semi-Urban,10,4,1,2,993,2,15,0,2028,10,29
Urban,3,10,3,0,194,2,37,2,2028,10,30
Urban,3,2,1,1,918,1,45,1,2028,10,31
Semi-Urban,1,10,8,2,404,1,14,1,2028,11,1
Semi-Urban,3,5,1,1,621,2,43,1,2028,11,2
Urban,4,6,5,2,939,4,21,1,2028,11,3
Urban,5,9,9,1,260,5,44,2,2028,11,4
Semi-Urban,3,4,7,2,566,2,20,1,2028,11,5
Semi-Urban,6,2,4,2,33,3,33,0,2028,11,6
Rural,5,5,9,1,214,3,3,1,2028,11,7
Rural,3,3,9,1,416,4,40,2,2028,11,8
Semi-Urban,6,2,2,1,450,8,23,1,2028,11,9
Urban,6,1,10,2,325,4,44,1,2028,11,10
Semi-Urban,8,10,10,0,353,4,47,2,2028,11,11
Urban,2,2,6,0,744,2,23,2,2028,11,12
Urban,1,6,4,2,429,3,27,1,2028,11,13
Rural,4,8,8,2,22,2,35,1,2028,11,14
Urban,7,3,7,2,710,0,25,1,2028,11,15
Rural,10,9,7,0,571,3,32,1,2028,11,16
Semi-Urban,3,9,10,2,471,2,22,1,2028,11,17
Semi-Urban,3,2,9,2,695,3,8,1,2028,11,18
Semi-Urban,5,8,5,2,838,1,38,1,2028,11,19
Rural,5,10,6,2,766,3,18,1,2028,11,20
Semi-Urban,10,5,1,2,788,0,28,0,2028,11,21
Semi-Urban,3,4,6,2,891,2,28,1,2028,11,22
Urban,9,10,2,0,514,3,11,1,2028,11,23
Semi-Urban,4,5,6,2,436,3,12,1,2028,11,24
Urban,3,4,9,1,410,0,2,1,2028,11,25
Semi-Urban,2,8,8,2,392,5,37,2,2028,11,26
Semi-Urban,10,4,9,2,647,2,4,0,2028,11,27
Semi-Urban,9,10,10,2,71,5,41,1,2028,11,28
Urban,4,6,8,2,395,3,45,1,2028,11,29
Urban,3,2,3,2,414,3,45,1,2028,11,30
Semi-Urban,7,5,8,0,942,3,47,2,2028,12,1
Urban,8,6,6,2,161,2,34,1,2028,12,2
Urban,2,5,6,2,105,5,23,1,2028,12,3
Urban,7,2,6,2,483,2,13,0,2028,12,4
Rural,5,7,3,2,65,2,7,0,2028,12,5
Semi-Urban,5,4,10,0,863,2,32,2,2028,12,6
Urban,3,8,1,2,257,3,23,1,2028,12,7
Urban,5,7,4,2,29,2,8,0,2028,12,8
Urban,2,7,10,2,683,2,47,2,2028,12,9
Semi-Urban,4,9,6,2,592,2,47,1,2028,12,10
Semi-Urban,6,1,10,2,549,1,37,1,2028,12,11
Urban,1,10,2,2,617,3,34,1,2028,12,12
Urban,10,6,7,2,668,0,48,1,2028,12,13
Urban,4,6,7,2,932,1,29,1,2028,12,14
Semi-Urban,6,6,4,2,761,6,37,1,2028,12,15
Semi-Urban,9,6,4,1,659,1,23,1,2028,12,16
Urban,2,10,1,2,635,5,38,1,2028,12,17
Urban,7,7,2,1,717,2,29,1,2028,12,18
Urban,6,10,9,1,928,5,44,2,2028,12,19
Rural,2,6,10,2,197,3,5,1,2028,12,20
Urban,8,1,8,2,888,0,40,1,2028,12,21
Semi-Urban,7,3,8,2,25,1,11,0,2028,12,22
Semi-Urban,5,2,9,1,872,3,14,1,2028,12,23
Urban,5,6,7,2,326,0,42,1,2028,12,24
Urban,7,8,9,2,567,1,2,1,2028,12,25
Urban,9,3,10,2,346,0,35,1,2028,12,26
Semi-Urban,9,10,2,0,375,4,45,1,2028,12,27
Semi-Urban,9,8,6,2,812,1,35,1,2028,12,28
Semi-Urban,6,8,3,2,414,0,42,1,2028,12,29
Semi-Urban,10,5,6,2,319,2,28,0,2028,12,30
Urban,6,8,3,2,545,4,8,1,2028,12,31
Rural,3,6,8,2,768,4,32,1,2029,1,1
Semi-Urban,1,5,4,1,304,4,4,1,2029,1,2
Urban,7,9,10,1,349,1,45,2,2029,1,3
Rural,4,7,6,1,69,3,7,1,2029,1,4
Semi-Urban,1,8,9,2,792,2,39,2,2029,1,5
Semi-Urban,8,1,2,2,987,1,48,1,2029,1,6
Semi-Urban,6,2,2,2,641,0,27,0,2029,1,7
Rural,6,8,7,2,728,4,37,1,2029,1,8
Semi-Urban,2,9,2,2,397,2,17,1,2029,1,9
Urban,1,4,2,2,783,2,10,1,2029,1,10
Urban,2,10,4,2,619,1,4,1,2029,1,11
Rural,4,10,9,2,844,3,23,1,2029,1,12
Urban,2,9,8,2,557,4,14,1,2029,1,13
Urban,1,4,2,0,793,6,5,1,2029,1,14
Urban,7,10,8,2,163,2,2,1,2029,1,15
Urban,8,10,4,0,79,2,46,1,2029,1,16
Semi-Urban,6,10,2,1,887,3,24,1,2029,1,17
Rural,4,9,10,2,799,2,18,1,2029,1,18
Urban,6,7,7,2,94,1,27,1,2029,1,19
Urban,3,2,6,2,22,1,24,1,2029,1,20
Urban,8,9,10,1,594,2,29,1,2029,1,21
Rural,10,4,5,2,767,3,11,0,2029,1,22
Semi-Urban,2,8,1,0,467,6,48,2,2029,1,23
Urban,5,7,2,2,977,1,18,1,2029,1,24
Rural,1,7,8,1,760,1,48,2,2029,1,25
Rural,6,8,1,1,921,2,4,1,2029,1,26
Rural,2,1,3,2,294,3,33,1,2029,1,27
Rural,4,5,2,2,549,1,14,0,2029,1,28
Urban,6,2,5,2,611,3,44,1,2029,1,29
Semi-Urban,10,2,4,2,234,7,42,0,2029,1,30
Semi-Urban,8,1,7,2,702,0,32,1,2029,1,31
Rural,8,5,5,1,504,1,4,1,2029,2,1
Semi-Urban,6,2,8,2,348,4,20,1,2029,2,2
Semi-Urban,4,4,4,0,274,3,21,1,2029,2,3
Semi-Urban,8,3,6,1,406,4,3,1,2029,2,4
Urban,8,3,4,2,145,1,25,0,2029,2,5
Semi-Urban,10,2,2,0,786,3,4,0,2029,2,6
Rural,1,6,1,2,603,4,47,1,2029,2,7
Rural,4,2,1,1,569,4,11,1,2029,2,8
Urban,4,8,8,2,343,3,16,1,2029,2,9
Urban,7,8,4,2,223,3,36,1,2029,2,10
Urban,7,5,5,2,191,3,6,0,2029,2,11
Semi-Urban,8,10,8,2,754,2,31,1,2029,2,12
Rural,5,7,7,2,236,2,40,1,2029,2,13
Urban,7,4,8,2,264,4,13,1,2029,2,14
Semi-Urban,8,1,8,2,355,3,23,0,2029,2,15
Rural,9,2,6,0,722,2,4,1,2029,2,16
Semi-Urban,3,10,10,2,317,2,37,2,2029,2,17
Semi-Urban,3,10,2,2,851,4,42,1,2029,2,18
Semi-Urban,4,4,6,2,201,1,37,1,2029,2,19
Semi-Urban,5,1,1,1,353,6,44,1,2029,2,20
Urban,10,8,1,0,530,3,33,1,2029,2,21
Semi-Urban,1,9,3,2,402,2,42,1,2029,2,22
Semi-Urban,7,4,3,2,736,3,29,1,2029,2,23
Rural,9,10,5,2,892,5,37,1,2029,2,24
Semi-Urban,8,3,1,2,218,3,19,0,2029,2,25
Semi-Urban,5,2,10,1,351,2,20,1,2029,2,26
Urban,4,5,6,2,184,0,32,1,2029,2,27
Semi-Urban,7,3,7,0,261,4,44,2,2029,2,28
Urban,5,10,10,2,919,4,16,1,2029,3,1
Urban,7,7,3,0,661,3,5,1,2029,3,2
Semi-Urban,1,6,4,2,246,6,46,1,2029,3,3
Rural,1,1,10,1,653,3,12,1,2029,3,4
Urban,10,8,10,0,575,1,45,2,2029,3,5
Urban,3,2,10,0,470,1,21,2,2029,3,6
Rural,2,5,10,2,215,4,14,1,2029,3,7
Urban,2,9,10,2,889,3,37,2,2029,3,8
Semi-Urban,7,8,3,2,223,1,22,0,2029,3,9
Semi-Urban,10,2,1,2,998,1,30,0,2029,3,10
Semi-Urban,2,9,8,2,477,1,23,1,2029,3,11
Urban,4,5,10,2,849,2,5,1,2029,3,12
Urban,2,10,10,2,276,3,29,2,2029,3,13
Semi-Urban,6,6,2,2,548,1,30,1,2029,3,14
Semi-Urban,8,3,1,2,291,2,18,0,2029,3,15
Urban,10,3,8,2,28,2,46,1,2029,3,16
Semi-Urban,4,10,7,2,780,4,1,1,2029,3,17
Urban,5,8,7,2,968,2,39,1,2029,3,18
Semi-Urban,4,10,4,2,220,3,17,1,2029,3,19
Urban,3,10,9,2,78,3,3,1,2029,3,20
Rural,5,2,6,0,906,2,42,2,2029,3,21
Urban,9,2,2,0,412,3,7,0,2029,3,22
Urban,8,5,1,0,671,2,27,1,2029,3,23
Urban,8,6,1,1,138,2,28,1,2029,3,24
Urban,8,2,9,2,572,1,44,1,2029,3,25
Rural,8,5,4,2,418,5,31,1,2029,3,26
Rural,7,7,5,2,853,8,15,1,2029,3,27
Urban,8,10,3,2,350,4,48,1,2029,3,28
Urban,8,10,4,2,286,1,8,0,2029,3,29
Semi-Urban,8,8,8,2,539,5,6,1,2029,3,30
Rural,10,7,4,2,714,4,28,1,2029,3,31
Semi-Urban,7,8,9,2,499,1,4,1,2029,4,1
Urban,1,9,9,1,153,5,30,2,2029,4,2
Urban,4,5,6,2,712,1,43,1,2029,4,3
Semi-Urban,4,5,2,2,935,3,17,1,2029,4,4
Urban,5,10,10,2,954,3,34,2,2029,4,5
Semi-Urban,10,4,7,2,374,5,6,0,2029,4,6
Urban,6,9,9,2,603,2,36,1,2029,4,7
Semi-Urban,4,5,6,0,517,1,35,2,2029,4,8
Urban,2,2,3,2,644,1,39,1,2029,4,9
Semi-Urban,6,10,7,2,126,0,39,1,2029,4,10
Semi-Urban,8,8,5,2,309,5,16,1,2029,4,11
Semi-Urban,8,7,1,2,844,5,2,0,2029,4,12
Urban,7,8,3,1,648,2,8,1,2029,4,13
Semi-Urban,6,3,5,2,651,3,15,1,2029,4,14
Semi-Urban,2,4,7,1,166,3,27,1,2029,4,15
Semi-Urban,7,5,3,0,346,1,16,1,2029,4,16
Semi-Urban,5,6,6,1,434,2,1,1,2029,4,17
Semi-Urban,6,1,5,2,229,3,10,0,2029,4,18
Rural,10,4,1,2,315,7,7,0,2029,4,19
Urban,8,10,10,2,417,4,48,1,2029,4,20
Rural,8,5,6,2,122,2,10,0,2029,4,21
Semi-Urban,3,7,8,1,655,2,12,1,2029,4,22
Urban,7,5,1,1,776,1,17,1,2029,4,23
Urban,1,1,2,1,527,2,45,1,2029,4,24
Urban,1,7,4,1,910,4,12,1,2029,4,25
Semi-Urban,7,8,2,2,887,1,15,0,2029,4,26
Semi-Urban,10,7,9,2,228,7,46,1,2029,4,27
Semi-Urban,9,4,10,2,952,1,32,1,2029,4,28
Semi-Urban,7,8,8,0,447,4,32,2,2029,4,29
Urban,10,5,8,1,412,2,26,1,2029,4,30
Urban,5,10,4,2,845,1,14,1,2029,5,1
Urban,8,9,5,1,935,7,26,1,2029,5,2
Urban,2,10,4,1,128,5,5,1,2029,5,3
Urban,9,5,9,0,908,4,38,2,2029,5,4
Urban,6,1,2,1,367,4,46,1,2029,5,5
Semi-Urban,9,9,8,2,69,3,4,0,2029,5,6
Semi-Urban,2,5,2,2,935,5,28,1,2029,5,7
Rural,3,6,1,2,124,2,1,0,2029,5,8
Rural,8,4,10,2,439,3,13,1,2029,5,9
Semi-Urban,1,6,3,2,392,5,43,1,2029,5,10
