facility_id,location,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,hours_since_cleaning,inspection_date,risk_level
F1177,Semi-Urban,5,7,3,Available,850,4,29,2027-03-22,Medium
F1178,Urban,6,2,1,Available,68,4,46,2027-03-23,Low
F1179,Semi-Urban,5,6,7,Available,134,5,28,2027-03-24,Medium
F1180,Semi-Urban,8,8,4,Available,174,4,45,2027-03-25,Medium
F1181,Rural,1,7,7,Limited,668,5,47,2027-03-26,High
F1182,Urban,7,7,3,Limited,522,2,22,2027-03-27,Medium
F1183,Semi-Urban,10,8,5,Unavailable,698,2,28,2027-03-28,Medium
F1184,Rural,10,7,5,Limited,852,5,25,2027-03-29,Medium
F1185,Urban,2,5,2,Unavailable,730,1,41,2027-03-30,High
F1186,Rural,9,7,10,Available,90,1,3,2027-03-31,Low
F1187,Semi-Urban,1,10,2,Limited,538,1,13,2027-04-01,Medium
F1188,Urban,10,3,4,Available,731,3,31,2027-04-02,Low
F1189,Urban,6,5,4,Available,355,2,13,2027-04-03,Low
F1190,Semi-Urban,9,7,4,Unavailable,86,6,41,2027-04-04,Medium
F1191,Urban,1,9,6,Limited,512,1,18,2027-04-05,High
F1192,Semi-Urban,4,2,2,Available,669,1,37,2027-04-06,Medium
F1193,Urban,4,4,6,Available,773,2,43,2027-04-07,Medium
F1194,Semi-Urban,9,7,7,Available,986,3,34,2027-04-08,Medium
F1195,Urban,5,1,10,Available,232,3,17,2027-04-09,Medium
F1196,Rural,5,2,3,Unavailable,200,3,21,2027-04-10,Medium
F1197,Rural,6,9,8,Available,785,0,36,2027-04-11,Medium
F1198,Rural,1,10,2,Available,632,3,40,2027-04-12,Medium
F1199,Semi-Urban,1,7,8,Available,882,3,19,2027-04-13,Medium
F1200,Urban,9,10,5,Available,618,1,12,2027-04-14,Low
F1201,Semi-Urban,3,7,2,Available,716,1,28,2027-04-15,Medium
F1202,Urban,4,6,7,Unavailable,622,2,11,2027-04-16,High
F1203,Urban,1,3,2,Available,267,4,48,2027-04-17,Medium
F1204,Urban,9,10,6,Available,233,4,37,2027-04-18,Medium
F1205,Semi-Urban,8,3,10,Available,378,5,28,2027-04-19,Medium
F1206,Semi-Urban,2,2,3,Available,268,4,35,2027-04-20,Medium
F1207,Semi-Urban,8,6,9,Limited,657,3,44,2027-04-21,Medium
F1208,Urban,7,4,3,Available,942,0,15,2027-04-22,Low
F1209,Urban,6,5,3,Limited,969,3,16,2027-04-23,Medium
F1210,Rural,1,3,5,Available,900,4,45,2027-04-24,Medium
F1211,Urban,7,6,7,Available,535,3,7,2027-04-25,Medium
F1212,Semi-Urban,10,3,8,Available,107,3,47,2027-04-26,Medium
F1213,Urban,7,8,7,Available,682,1,3,2027-04-27,Medium
F1214,Semi-Urban,9,9,9,Limited,195,3,31,2027-04-28,Medium
F1215,Semi-Urban,1,4,5,Available,742,0,12,2027-04-29,Medium
F1216,Urban,2,9,10,Available,445,4,8,2027-04-30,Medium
F1217,Urban,9,7,3,Available,790,0,25,2027-05-01,Low
F1218,Semi-Urban,9,3,6,Available,622,4,44,2027-05-02,Medium
F1219,Semi-Urban,6,7,5,Unavailable,790,4,35,2027-05-03,High
F1220,Urban,6,1,4,Available,943,2,12,2027-05-04,Low
F1221,Rural,4,3,2,Available,722,3,21,2027-05-05,Medium
F1222,Urban,4,6,7,Unavailable,100,3,26,2027-05-06,High
F1223,Urban,5,4,5,Available,946,8,2,2027-05-07,Medium
F1224,Rural,3,7,4,Available,157,5,14,2027-05-08,Medium
F1225,Urban,1,3,8,Available,452,3,46,2027-05-09,Medium
F1226,Semi-Urban,1,1,9,Limited,489,2,4,2027-05-10,Medium
F1227,Urban,7,9,9,Limited,369,3,17,2027-05-11,Medium
F1228,Urban,1,6,3,Available,145,3,47,2027-05-12,Medium
F1229,Rural,1,8,3,Available,900,1,48,2027-05-13,High
F1230,Urban,3,3,5,Unavailable,936,4,5,2027-05-14,Medium
F1231,Rural,10,8,5,Available,887,8,24,2027-05-15,Medium
F1232,Urban,4,2,10,Available,328,1,7,2027-05-16,Medium
F1233,Urban,4,4,2,Available,874,5,23,2027-05-17,Medium
F1234,Urban,2,3,1,Limited,249,5,47,2027-05-18,Medium
F1235,Semi-Urban,1,10,8,Available,479,4,17,2027-05-19,Medium
F1236,Urban,3,1,3,Available,364,10,12,2027-05-20,Medium
F1237,Rural,4,7,1,Available,329,5,11,2027-05-21,Medium
F1238,Semi-Urban,3,10,1,Available,972,3,11,2027-05-22,Medium
F1239,Rural,8,2,2,Limited,39,3,34,2027-05-23,Low
F1240,Urban,10,4,6,Available,900,2,47,2027-05-24,Medium
F1241,Rural,1,9,6,Available,580,4,37,2027-05-25,High
F1242,Semi-Urban,2,6,3,Available,666,2,29,2027-05-26,Medium
F1243,Semi-Urban,7,8,4,Available,560,2,48,2027-05-27,Medium
F1244,Rural,4,2,2,Limited,579,2,36,2027-05-28,Medium
F1245,Semi-Urban,8,7,2,Available,496,3,27,2027-05-29,Low
F1246,Semi-Urban,3,6,7,Limited,288,5,42,2027-05-30,High
F1247,Urban,6,9,1,Available,22,5,22,2027-05-31,Low
F1248,Urban,9,7,7,Available,789,4,2,2027-06-01,Low
F1249,Rural,1,1,1,Available,35,6,47,2027-06-02,Medium
F1250,Semi-Urban,1,8,6,Available,625,4,36,2027-06-03,High
F1251,Semi-Urban,8,10,3,Available,377,1,48,2027-06-04,Medium
F1252,Semi-Urban,3,3,8,Limited,665,6,30,2027-06-05,High
F1253,Urban,5,2,6,Available,832,3,7,2027-06-06,Medium
F1254,Urban,1,3,2,Available,858,1,12,2027-06-07,Medium
F1255,Semi-Urban,5,6,8,Limited,152,3,3,2027-06-08,Medium
F1256,Urban,6,3,5,Limited,331,2,17,2027-06-09,Medium
F1257,Urban,8,10,8,Available,986,2,41,2027-06-10,Medium
F1258,Semi-Urban,3,5,8,Available,501,4,32,2027-06-11,Medium
F1259,Urban,3,6,6,Available,914,3,8,2027-06-12,Medium
F1260,Semi-Urban,10,8,2,Limited,563,2,23,2027-06-13,Medium
F1261,Urban,9,7,8,Limited,324,2,38,2027-06-14,Medium
F1262,Semi-Urban,4,8,6,Limited,288,2,30,2027-06-15,Medium
F1263,Urban,4,3,6,Limited,433,1,15,2027-06-16,Medium
F1264,Semi-Urban,7,4,8,Available,44,3,10,2027-06-17,Low
F1265,Urban,2,6,1,Limited,1000,3,38,2027-06-18,Medium
F1266,Urban,8,7,2,Available,335,2,15,2027-06-19,Low
F1267,Urban,6,9,9,Available,590,0,30,2027-06-20,Medium
F1268,Semi-Urban,3,1,8,Available,744,2,46,2027-06-21,Medium
F1269,Semi-Urban,9,8,7,Unavailable,687,3,26,2027-06-22,Medium
F1270,Urban,5,8,7,Limited,845,4,45,2027-06-23,High
F1271,Semi-Urban,8,6,5,Available,295,4,14,2027-06-24,Low
F1272,Rural,7,4,2,Limited,949,1,3,2027-06-25,Low
F1273,Semi-Urban,8,3,6,Limited,408,1,36,2027-06-26,Medium
F1274,Urban,7,3,10,Available,741,2,26,2027-06-27,Medium
F1275,Semi-Urban,3,6,3,Available,463,8,14,2027-06-28,Medium
F1276,Urban,2,8,4,Limited,446,2,31,2027-06-29,Medium
F1277,Urban,7,7,10,Available,76,8,14,2027-06-30,Medium
F1278,Rural,3,1,2,Available,716,0,40,2027-07-01,Medium
F1279,Urban,3,6,2,Limited,990,4,10,2027-07-02,Medium
F1280,Semi-Urban,2,7,8,Unavailable,585,3,9,2027-07-03,High
F1281,Semi-Urban,4,7,8,Available,740,4,46,2027-07-04,High
F1282,Semi-Urban,8,9,10,Limited,387,6,40,2027-07-05,High
F1283,Semi-Urban,1,10,6,Available,960,5,43,2027-07-06,High
F1284,Urban,1,5,5,Available,361,1,42,2027-07-07,Medium
F1285,Urban,5,1,8,Available,824,5,18,2027-07-08,Medium
F1286,Semi-Urban,5,2,4,Available,871,4,36,2027-07-09,Medium
F1287,Urban,1,4,4,Limited,323,4,36,2027-07-10,Medium
F1288,Urban,6,5,5,Available,783,0,12,2027-07-11,Medium
F1289,Urban,1,9,1,Available,393,2,40,2027-07-12,Medium
F1290,Urban,5,1,1,Available,969,5,3,2027-07-13,Low
F1291,Urban,9,3,2,Unavailable,835,6,18,2027-07-14,Medium
F1292,Urban,5,5,8,Available,131,1,7,2027-07-15,Medium
F1293,Semi-Urban,6,3,7,Available,897,6,31,2027-07-16,Medium
F1294,Semi-Urban,8,4,10,Available,25,3,1,2027-07-17,Low
F1295,Rural,1,3,9,Limited,949,2,31,2027-07-18,High
F1296,Urban,2,4,5,Available,722,6,13,2027-07-19,Medium
F1297,Urban,9,1,2,Available,865,1,29,2027-07-20,Low
F1298,Urban,3,8,7,Available,963,4,3,2027-07-21,Medium
F1299,Semi-Urban,6,4,8,Limited,298,2,29,2027-07-22,Medium
F1300,Semi-Urban,5,7,7,Available,401,5,35,2027-07-23,Medium
F1301,Urban,2,2,7,Available,871,1,15,2027-07-24,Medium
F1302,Rural,7,2,5,Available,32,1,21,2027-07-25,Low
F1303,Urban,4,6,2,Available,322,3,19,2027-07-26,Medium
F1304,Semi-Urban,1,2,6,Limited,575,1,28,2027-07-27,Medium
F1305,Semi-Urban,4,6,4,Available,636,4,4,2027-07-28,Medium
F1306,Rural,6,2,10,Unavailable,179,3,45,2027-07-29,High
F1307,Semi-Urban,7,4,2,Unavailable,173,2,13,2027-07-30,Medium
F1308,Rural,7,7,9,Available,773,2,15,2027-07-31,Medium
F1309,Urban,7,8,7,Limited,200,5,48,2027-08-01,High
F1310,Rural,3,3,6,Limited,545,3,39,2027-08-02,Medium
F1311,Urban,6,9,5,Limited,199,4,32,2027-08-03,Medium
F1312,Rural,8,2,3,Available,396,2,3,2027-08-04,Low
F1313,Semi-Urban,4,8,10,Available,823,6,30,2027-08-05,High
F1314,Rural,8,8,10,Available,795,2,20,2027-08-06,Medium
F1315,Semi-Urban,2,4,4,Limited,187,2,2,2027-08-07,Medium
F1316,Semi-Urban,10,1,3,Available,233,2,25,2027-08-08,Low
F1317,Semi-Urban,9,1,8,Available,169,4,11,2027-08-09,Low
F1318,Semi-Urban,9,2,3,Available,35,2,1,2027-08-10,Low
F1319,Urban,8,9,7,Available,110,2,48,2027-08-11,Medium
F1320,Urban,10,2,7,Available,139,2,48,2027-08-12,Medium
F1321,Urban,10,2,7,Available,975,5,10,2027-08-13,Low
F1322,Urban,1,6,7,Available,272,6,17,2027-08-14,Medium
F1323,Rural,2,7,2,Unavailable,79,3,30,2027-08-15,High
F1324,Urban,6,7,10,Available,285,3,35,2027-08-16,Medium
F1325,Rural,10,9,3,Limited,428,0,19,2027-08-17,Medium
F1326,Urban,5,6,10,Available,50,1,46,2027-08-18,Medium
F1327,Urban,9,8,9,Available,40,1,34,2027-08-19,Medium
F1328,Semi-Urban,5,6,3,Limited,750,4,32,2027-08-20,Medium
F1329,Semi-Urban,2,2,2,Limited,612,4,12,2027-08-21,Medium
F1330,Semi-Urban,10,1,9,Available,308,2,43,2027-08-22,Medium
F1331,Semi-Urban,4,5,10,Unavailable,562,4,17,2027-08-23,High
F1332,Semi-Urban,9,9,9,Unavailable,517,6,6,2027-08-24,Medium
F1333,Urban,1,8,4,Unavailable,765,4,13,2027-08-25,High
F1334,Rural,1,4,9,Available,493,2,39,2027-08-26,Medium
F1335,Rural,7,5,3,Available,424,1,22,2027-08-27,Low
F1336,Semi-Urban,3,5,7,Available,567,3,11,2027-08-28,Medium
F1337,Urban,10,6,7,Available,980,2,7,2027-08-29,Low
F1338,Semi-Urban,2,3,8,Available,151,6,45,2027-08-30,Medium
F1339,Urban,9,5,10,Limited,343,0,45,2027-08-31,Medium
F1340,Urban,3,2,4,Available,877,0,21,2027-09-01,Medium
F1341,Urban,2,10,3,Available,151,2,1,2027-09-02,Medium
F1342,Semi-Urban,8,1,3,Available,540,4,30,2027-09-03,Low
F1343,Rural,10,1,5,Limited,49,5,19,2027-09-04,Low
F1344,Semi-Urban,6,10,1,Available,646,2,47,2027-09-05,Medium
F1345,Semi-Urban,6,7,10,Limited,320,6,46,2027-09-06,High
F1346,Urban,10,2,3,Available,23,1,29,2027-09-07,Low
F1347,Urban,7,4,6,Limited,344,4,35,2027-09-08,Medium
F1348,Urban,7,5,3,Unavailable,528,12,20,2027-09-09,Medium
F1349,Rural,6,7,5,Available,256,3,36,2027-09-10,Medium
F1350,Urban,4,2,9,Unavailable,554,3,39,2027-09-11,High
F1351,Rural,9,6,2,Available,35,5,1,2027-09-12,Low
F1352,Semi-Urban,6,1,2,Available,553,5,23,2027-09-13,Low
F1353,Urban,4,7,6,Available,603,2,31,2027-09-14,Medium
F1354,Semi-Urban,3,9,6,Available,835,4,35,2027-09-15,Medium
F1355,Semi-Urban,4,5,8,Limited,465,3,47,2027-09-16,High
F1356,Rural,3,5,2,Available,522,2,45,2027-09-17,Medium
F1357,Rural,2,4,9,Available,975,3,22,2027-09-18,Medium
F1358,Urban,5,3,2,Available,249,4,46,2027-09-19,Medium
F1359,Urban,2,9,1,Available,126,4,7,2027-09-20,Medium
F1360,Semi-Urban,6,5,10,Available,739,1,33,2027-09-21,Medium
F1361,Rural,3,8,2,Limited,408,6,45,2027-09-22,High
F1362,Urban,6,9,7,Available,739,2,36,2027-09-23,Medium
F1363,Semi-Urban,10,5,8,Available,282,2,44,2027-09-24,Medium
F1364,Semi-Urban,9,10,5,Available,582,3,7,2027-09-25,Low
F1365,Semi-Urban,1,9,6,Available,84,2,27,2027-09-26,Medium
F1366,Urban,6,2,1,Available,284,4,2,2027-09-27,Low
F1367,Semi-Urban,9,9,6,Limited,357,3,17,2027-09-28,Medium
F1368,Rural,4,4,8,Available,320,3,1,2027-09-29,Medium
F1369,Urban,2,6,3,Available,397,4,46,2027-09-30,Medium
F1370,Urban,4,6,1,Available,194,1,30,2027-10-01,Medium
F1371,Rural,1,6,4,Available,982,3,22,2027-10-02,Medium
F1372,Urban,3,2,1,Limited,171,0,28,2027-10-03,Medium
F1373,Rural,10,7,8,Available,495,1,33,2027-10-04,Medium
F1374,Semi-Urban,9,6,5,Available,285,1,26,2027-10-05,Low
F1375,Urban,10,1,1,Limited,348,3,35,2027-10-06,Low
F1376,Rural,5,2,8,Available,992,2,11,2027-10-07,Medium
F1377,Urban,6,7,9,Available,835,4,7,2027-10-08,Medium
F1378,Semi-Urban,3,1,10,Available,182,5,28,2027-10-09,Medium
F1379,Urban,5,1,2,Available,457,3,25,2027-10-10,Low
F1380,Semi-Urban,8,1,9,Limited,362,3,41,2027-10-11,Medium
F1381,Urban,6,8,8,Available,386,4,31,2027-10-12,Medium
F1382,Urban,4,4,7,Limited,484,6,3,2027-10-13,Medium
F1383,Rural,2,4,3,Available,769,3,33,2027-10-14,Medium
F1384,Urban,9,2,2,Limited,218,3,34,2027-10-15,Low
F1385,Semi-Urban,1,1,7,Available,519,2,21,2027-10-16,Medium
F1386,Urban,1,10,5,Available,35,3,37,2027-10-17,Medium
F1387,Semi-Urban,4,9,6,Available,840,1,19,2027-10-18,Medium
F1388,Urban,7,7,4,Available,315,4,37,2027-10-19,Medium
F1389,Rural,1,4,2,Available,887,3,21,2027-10-20,Medium
F1390,Semi-Urban,9,6,9,Limited,530,1,14,2027-10-21,Medium
F1391,Urban,4,2,3,Unavailable,807,1,10,2027-10-22,Medium
F1392,Urban,3,7,7,Available,258,1,7,2027-10-23,Medium
F1393,Urban,1,2,8,Available,600,0,29,2027-10-24,Medium
F1394,Semi-Urban,10,10,2,Limited,320,2,40,2027-10-25,Medium
F1395,Urban,4,8,6,Available,25,3,8,2027-10-26,Medium
F1396,Rural,9,8,8,Unavailable,239,2,39,2027-10-27,High
F1397,Urban,10,1,7,Available,785,3,13,2027-10-28,Low
F1398,Urban,6,8,3,Available,472,3,46,2027-10-29,Medium
F1399,Semi-Urban,6,2,1,Available,452,6,19,2027-10-30,Low
F1400,Semi-Urban,1,6,6,Available,826,2,11,2027-10-31,Medium
F1401,Urban,10,1,8,Available,889,3,2,2027-11-01,Low
F1402,Urban,2,5,6,Unavailable,405,4,6,2027-11-02,High
F1403,Urban,6,7,5,Unavailable,638,2,29,2027-11-03,High
F1404,Semi-Urban,2,10,8,Available,314,4,41,2027-11-04,High
F1405,Semi-Urban,3,1,2,Available,137,8,5,2027-11-05,Low
F1406,Semi-Urban,4,2,1,Available,424,1,41,2027-11-06,Medium
F1407,Rural,5,7,1,Limited,699,3,30,2027-11-07,Medium
F1408,Rural,9,6,4,Available,782,3,39,2027-11-08,Medium
F1409,Semi-Urban,4,3,6,Available,613,1,36,2027-11-09,Medium
F1410,Rural,9,10,9,Available,585,1,27,2027-11-10,Medium
F1411,Urban,10,2,1,Available,771,2,18,2027-11-11,Low
F1412,Urban,3,10,1,Unavailable,897,6,36,2027-11-12,High
F1413,Urban,8,4,5,Available,31,2,16,2027-11-13,Low
F1414,Urban,1,3,10,Available,228,3,5,2027-11-14,Medium
F1415,Semi-Urban,9,7,5,Available,184,4,9,2027-11-15,Low
F1416,Rural,9,8,5,Available,897,3,34,2027-11-16,Medium
F1417,Urban,10,2,10,Available,313,2,34,2027-11-17,Medium
F1418,Urban,2,10,6,Available,930,4,36,2027-11-18,High
F1419,Semi-Urban,4,7,8,Available,538,3,31,2027-11-19,Medium
F1420,Rural,8,8,3,Available,97,4,20,2027-11-20,Low
F1421,Urban,7,6,9,Available,453,6,17,2027-11-21,Medium
F1422,Semi-Urban,1,6,1,Available,596,4,20,2027-11-22,Medium
F1423,Urban,5,10,4,Limited,633,5,28,2027-11-23,Medium
F1424,Urban,7,1,9,Available,982,3,21,2027-11-24,Medium
F1425,Rural,4,4,8,Available,888,5,19,2027-11-25,Medium
F1426,Rural,1,1,10,Available,831,3,3,2027-11-26,Medium
F1427,Urban,9,4,9,Available,818,2,30,2027-11-27,Medium
F1428,Rural,5,2,1,Available,702,3,5,2027-11-28,Low
F1429,Semi-Urban,2,5,9,Unavailable,96,3,42,2027-11-29,High
F1430,Rural,8,10,3,Available,67,4,6,2027-11-30,Low
F1431,Semi-Urban,2,9,10,Available,786,1,3,2027-12-01,Medium
F1432,Semi-Urban,3,10,9,Limited,101,3,42,2027-12-02,High
F1433,Semi-Urban,10,3,1,Available,914,5,24,2027-12-03,Low
F1434,Semi-Urban,1,8,1,Unavailable,740,0,44,2027-12-04,High
F1435,Urban,2,3,9,Available,228,1,1,2027-12-05,Medium
F1436,Urban,7,6,6,Limited,464,1,36,2027-12-06,Medium
F1437,Urban,10,4,4,Limited,990,2,15,2027-12-07,Medium
F1438,Semi-Urban,2,8,7,Unavailable,615,4,41,2027-12-08,High
F1439,Urban,6,6,5,Unavailable,541,1,38,2027-12-09,High
F1440,Semi-Urban,3,8,10,Limited,48,0,44,2027-12-10,High
F1441,Rural,4,1,7,Limited,323,2,18,2027-12-11,Medium
F1442,Urban,8,6,8,Available,484,8,23,2027-12-12,Medium
F1443,Semi-Urban,3,1,8,Available,521,3,47,2027-12-13,Medium
F1444,Urban,10,1,1,Available,465,4,29,2027-12-14,Low
F1445,Rural,6,8,8,Unavailable,647,4,41,2027-12-15,High
F1446,Urban,1,7,6,Limited,509,2,22,2027-12-16,High
F1447,Semi-Urban,7,3,4,Unavailable,800,2,24,2027-12-17,Medium
F1448,Rural,8,6,8,Limited,447,2,45,2027-12-18,Medium
F1449,Rural,8,9,3,Available,578,3,48,2027-12-19,Medium
F1450,Semi-Urban,3,7,4,Available,378,5,13,2027-12-20,Medium
F1451,Semi-Urban,10,3,6,Available,979,1,33,2027-12-21,Medium
F1452,Semi-Urban,1,6,7,Available,110,3,22,2027-12-22,Medium
F1453,Rural,9,4,4,Available,72,0,35,2027-12-23,Low
F1454,Semi-Urban,6,3,4,Unavailable,749,4,17,2027-12-24,Medium
F1455,Urban,9,9,7,Limited,879,5,22,2027-12-25,Medium
F1456,Rural,7,10,6,Available,608,4,5,2027-12-26,Medium
F1457,Semi-Urban,1,2,8,Available,223,4,25,2027-12-27,Medium
F1458,Semi-Urban,1,1,1,Available,575,2,6,2027-12-28,Low
F1459,Urban,6,2,10,Available,175,2,17,2027-12-29,Medium
F1460,Semi-Urban,5,7,7,Available,21,3,31,2027-12-30,Medium
F1461,Urban,9,10,7,Available,376,4,17,2027-12-31,Medium
F1462,Semi-Urban,2,1,7,Available,844,4,33,2028-01-01,Medium
F1463,Urban,8,6,7,Available,588,1,39,2028-01-02,Medium
F1464,Semi-Urban,5,7,10,Unavailable,821,2,48,2028-01-03,High
F1465,Rural,2,9,10,Available,77,3,37,2028-01-04,High
F1466,Urban,10,8,8,Available,273,2,48,2028-01-05,Medium
F1467,Rural,6,6,9,Available,199,2,4,2028-01-06,Medium
F1468,Urban,10,3,9,Available,512,3,43,2028-01-07,Medium
F1469,Rural,8,8,2,Available,688,5,14,2028-01-08,Low
F1470,Semi-Urban,4,7,7,Limited,54,5,13,2028-01-09,Medium
F1471,Semi-Urban,2,3,7,Available,94,0,27,2028-01-10,Medium
F1472,Semi-Urban,5,9,4,Available,963,2,24,2028-01-11,Medium
F1473,Rural,2,2,9,Available,308,4,27,2028-01-12,Medium
F1474,Urban,2,3,8,Available,390,3,8,2028-01-13,Medium
F1475,Urban,6,2,1,Available,606,4,47,2028-01-14,Medium
F1476,Semi-Urban,10,1,2,Available,348,3,39,2028-01-15,Low
F1477,Rural,9,4,2,Limited,609,4,21,2028-01-16,Medium
F1478,Semi-Urban,4,5,8,Limited,786,7,41,2028-01-17,High
F1479,Semi-Urban,6,6,1,Limited,796,6,11,2028-01-18,Medium
F1480,Urban,7,5,4,Available,323,1,31,2028-01-19,Medium
F1481,Rural,6,1,10,Available,598,3,27,2028-01-20,Medium
F1482,Urban,8,3,5,Unavailable,240,4,42,2028-01-21,Medium
F1483,Semi-Urban,4,1,9,Available,998,4,46,2028-01-22,Medium
F1484,Urban,1,5,7,Available,183,4,48,2028-01-23,Medium
F1485,Urban,7,5,8,Available,499,3,27,2028-01-24,Medium
F1486,Urban,3,6,9,Available,474,5,8,2028-01-25,Medium
F1487,Urban,6,8,7,Available,394,3,33,2028-01-26,Medium
F1488,Semi-Urban,2,10,5,Available,239,3,12,2028-01-27,Medium
F1489,Urban,9,1,5,Available,703,6,35,2028-01-28,Medium
F1490,Urban,1,4,10,Unavailable,273,3,34,2028-01-29,High
F1491,Urban,6,10,6,Available,741,3,16,2028-01-30,Medium
F1492,Urban,6,1,5,Available,207,5,36,2028-01-31,Medium
F1493,Urban,5,9,9,Available,210,5,2,2028-02-01,Medium
F1494,Urban,5,7,3,Available,408,3,12,2028-02-02,Medium
F1495,Semi-Urban,1,7,3,Available,234,3,27,2028-02-03,Medium
F1496,Semi-Urban,10,5,7,Limited,394,1,17,2028-02-04,Medium
F1497,Semi-Urban,5,7,7,Available,105,0,20,2028-02-05,Medium
F1498,Semi-Urban,2,2,6,Limited,493,3,21,2028-02-06,Medium
F1499,Urban,7,4,3,Available,637,2,30,2028-02-07,Medium
F1500,Rural,3,7,7,Available,863,1,42,2028-02-08,Medium
F1501,Semi-Urban,4,3,5,Limited,827,4,20,2028-02-09,Medium
F1502,Semi-Urban,3,2,7,Available,550,2,8,2028-02-10,Medium
F1503,Urban,3,10,2,Available,66,3,18,2028-02-11,Medium
F1504,Urban,4,2,6,Available,84,0,18,2028-02-12,Low
F1505,Urban,5,1,8,Available,982,4,18,2028-02-13,Medium
F1506,Urban,1,5,1,Available,494,3,2,2028-02-14,Medium
F1507,Semi-Urban,4,6,4,Available,165,4,12,2028-02-15,Medium
F1508,Semi-Urban,8,6,1,Available,965,2,32,2028-02-16,Medium
F1509,Semi-Urban,10,9,1,Available,817,2,42,2028-02-17,Medium
F1510,Semi-Urban,7,4,10,Limited,401,4,8,2028-02-18,Medium
F1511,Rural,9,1,8,Limited,85,2,10,2028-02-19,Low
F1512,Semi-Urban,5,6,7,Limited,536,2,11,2028-02-20,Medium
F1513,Rural,10,5,10,Available,112,4,14,2028-02-21,Low
F1514,Urban,4,10,1,Unavailable,884,1,26,2028-02-22,High
F1515,Urban,8,6,2,Available,445,3,47,2028-02-23,Medium
F1516,Urban,9,3,4,Limited,487,0,30,2028-02-24,Medium
F1517,Semi-Urban,7,2,1,Available,113,3,42,2028-02-25,Low
F1518,Rural,7,6,3,Available,637,1,4,2028-02-26,Low
F1519,Urban,5,1,8,Limited,152,2,39,2028-02-27,Medium
F1520,Rural,4,7,8,Available,453,3,11,2028-02-28,Medium
F1521,Urban,10,7,8,Available,360,2,24,2028-02-29,Medium
F1522,Rural,1,10,6,Limited,333,1,22,2028-03-01,High
F1523,Urban,10,7,6,Limited,610,2,3,2028-03-02,Medium
F1524,Urban,10,10,5,Unavailable,231,1,37,2028-03-03,Medium
F1525,Semi-Urban,7,1,9,Available,539,6,2,2028-03-04,Low
F1526,Urban,1,4,4,Available,178,1,12,2028-03-05,Medium
F1527,Urban,1,7,10,Available,287,1,21,2028-03-06,Medium
F1528,Urban,5,9,7,Available,680,0,5,2028-03-07,Medium
F1529,Rural,9,5,1,Available,881,2,7,2028-03-08,Low
F1530,Semi-Urban,6,2,9,Available,977,1,4,2028-03-09,Medium
F1531,Urban,3,7,7,Available,622,3,43,2028-03-10,Medium
F1532,Semi-Urban,3,10,10,Available,767,1,41,2028-03-11,High
F1533,Semi-Urban,7,1,9,Limited,493,5,36,2028-03-12,Medium
F1534,Urban,6,7,7,Unavailable,820,3,22,2028-03-13,High
F1535,Urban,9,6,2,Limited,429,3,29,2028-03-14,Medium
F1536,Urban,6,7,6,Limited,493,0,9,2028-03-15,Medium
F1537,Urban,5,10,10,Available,375,3,26,2028-03-16,Medium
F1538,Semi-Urban,10,3,4,Unavailable,699,1,12,2028-03-17,Medium
F1539,Urban,7,3,3,Available,212,5,48,2028-03-18,Medium
F1540,Semi-Urban,1,7,2,Limited,718,2,1,2028-03-19,Medium
F1541,Semi-Urban,7,2,6,Unavailable,290,2,8,2028-03-20,Medium
F1542,Urban,3,1,8,Unavailable,133,3,33,2028-03-21,High
F1543,Semi-Urban,9,9,6,Available,916,7,4,2028-03-22,Medium
F1544,Urban,6,9,9,Available,542,2,14,2028-03-23,Medium
F1545,Rural,9,7,5,Available,74,2,29,2028-03-24,Low
F1546,Semi-Urban,5,7,2,Available,789,4,14,2028-03-25,Medium
F1547,Rural,7,3,8,Available,84,4,9,2028-03-26,Low
F1548,Semi-Urban,4,10,9,Available,703,2,9,2028-03-27,Medium
F1549,Urban,7,2,10,Available,291,1,26,2028-03-28,Medium
F1550,Semi-Urban,1,7,4,Available,521,3,47,2028-03-29,Medium
F1551,Rural,7,9,6,Limited,681,3,42,2028-03-30,High
F1552,Semi-Urban,8,1,10,Available,381,6,17,2028-03-31,Medium
F1553,Rural,5,4,8,Available,165,0,41,2028-04-01,Medium
F1554,Rural,2,6,9,Limited,962,2,4,2028-04-02,High
F1555,Urban,5,7,5,Available,228,1,46,2028-04-03,Medium
F1556,Urban,6,10,6,Unavailable,305,2,3,2028-04-04,Medium
F1557,Semi-Urban,2,7,4,Available,29,5,29,2028-04-05,Medium
F1558,Urban,6,10,5,Available,758,1,25,2028-04-06,Medium
F1559,Rural,6,2,7,Available,205,4,21,2028-04-07,Medium
F1560,Rural,1,4,9,Available,593,6,12,2028-04-08,Medium
F1561,Urban,1,5,10,Available,616,2,1,2028-04-09,Medium
F1562,Urban,10,1,6,Available,483,2,1,2028-04-10,Low
F1563,Semi-Urban,3,1,6,Available,153,4,45,2028-04-11,Medium
F1564,Urban,10,10,8,Available,854,1,46,2028-04-12,Medium
F1565,Rural,10,3,4,Available,828,3,48,2028-04-13,Medium
F1566,Urban,3,10,3,Available,190,2,7,2028-04-14,Medium
F1567,Semi-Urban,4,3,7,Available,232,7,10,2028-04-15,Medium
F1568,Urban,2,8,5,Available,992,1,15,2028-04-16,Medium
